text,gpt_responses,scope3,vague
"Since then, NIKE’s commitment to corporate purpose has only deepened and grown building on the continuing commitment to strong governance, sustainable growth and responsible leadership.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Today, the Board’s Corporate Responsibility, Sustainability Governance Committee oversees NIKE’s corporate governance, as well as the risks and opportunities associated with NIKE’s three Purpose pillars People, Planet, and Play.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As a committee, our responsibilities include monitoring NIKE’s progress against its five year Purpose targets and long term sustainability goals providing oversight of significant Purpose related strategies, activities, policies, investments and programs and reviewing and providing guidance to management regarding the development of this annual Impact Report.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Purpose is embedded in NIKE’s DNA, and continues to guide NIKE’s growth.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"On behalf of the NIKE, Inc. Board, we are pleased to share this FY22 NIKE Impact Report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year s report represents the second year of performance toward our 2025 targets.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Targets In 2005, NIKE published its first set of five year Purpose targets, and we have stayed committed to this practice ever since.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Today, we have a set of 29 ambitious corporate targets for the period from FY20 to FY25, focused on our Purpose across People, Planet and Play.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These targets represent our multi year commitment to drive impact, meet stakeholder expectations and align with NIKE’s business priorities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"About This Report This year’s report represents the second year of performance toward our 2025 targets.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For each target, our report provides context on our goal and approach, details the initiatives underway to reach the target and updates on the results of our efforts.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"This includes reflecting on what areas of work have proven challenging, and sharing what plans we intend to pursue to address those areas in the future.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Throughout the report, we have included spotlights on the employees and athletes helping drive this work around the world, recognizing the people and stories behind our progress.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The final two sections of the report provide details on reporting methodology, Purpose governance, report assurance and data tables to provide additional transparency.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We know that success will not be linear, but accountability in this space means sharing our achievements and learning from our challenges openly we are proud to do so in our FY22 Impact Report.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"When we set our 2025 targets, we did so with the ambition that they be bold but attainable and measurable.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Approaching the work with an athlete’s mindset, our targets are meant to push us to the edges of what we can achieve and in doing so, progress our enterprise meaningfully.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Simply put, if we are easily crossing every finish line, then we need a race that is more challenging.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We work toward progress through strategic planning, piloting innovations, implementing solutions at scale and sharing best practices with our partners.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"There’s an inclusive, welcoming place to play just around the corner.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We have engaged 375k girls in local play and sport programs this year.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Your favorite college track star shares that she can train at any time of day without worries of excessive heat.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Since 2020, we’ve reduced Scope 1 and 2 emissions by 64% through multiple avenues including 93% renewable electricity.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We’re well on our way to the world we want to see.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It’s a place where women and girls have a voice, inspire as athletes and serve as proud protectors of their planet.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"It’s a world where everyone in our next generation sees a brighter future.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"An inspiring female coach encourages a young trans athlete to join the team.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In FY22, we supported 17k coaches with our training tools.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"A colleague’s promotion confirms your own path is just as possible as hers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Her mentorship and support of you has made all the difference.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"A world where waste is transformed into something new.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Sebastian Coe Building NIKE World Headquarters, Beaverton, OR.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The information in this report and NIKE, Inc.’s corporate responsibility sustainability reporting and website, inclusive of charts, graphs and discussion, and all other information presented, may contain forward looking statements, estimates, or projections based on expectations as of the original date of those materials.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Those statements, estimates and projections are not guarantees of future results or performance and are subject to certain known and unknown risks and uncertainties that are difficult to predict, are often beyond our control and could cause actual results to differ materially.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"These risks and uncertainties are detailed in our reports filed with the U.S. Securities and Exchange Commission (the SEC ), including our Annual Report on Form 10 K. Presented information may also discuss previously non public financial and statistical information.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our approach to the disclosures included in this report and NIKE, Inc.’s corporate responsibility sustainability reporting and website differs from our approach to the disclosures we include in our mandatory regulatory reports, including our filings with the SEC.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This report and our corporate responsibility sustainability reporting and website are intended to provide information from a different perspective and, in certain cases, in more detail than that required to be included in our filings with the SEC.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Climate related science, data and methodologies are rapidly evolving those underlying our climate related analysis and strategy remain subject to evolution over time.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For example, we believe the methodology of carbon accounting will continue to improve over time, especially as it relates to Scope 3 GHG emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"As a result of improvements to the quality and completeness of our data and updates to our methodology over time, we may include information in future disclosures that differ from those contained in this report.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Unless otherwise specified, all information (including forward looking information) speaks only as of the date on which it is made, and we disclaim any obligation to update or delete any outdated information contained in this report or in our website materials.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We have not, and do not intend to, independently verify third party data.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Actual results and outcomes may differ from those expressed in or implied in this report due to, among other factors, any applicable legal requirements and or industry standards, in providing such data.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"While none of the strategic suppliers reached a mature level of gender equity in FY21, more than 95% of suppliers met our FY21 milestone to deploy and validate the SDT, develop an action plan and implement actions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"FY20 was the target year for our FY20 targets (FY15 20) and is the baseline year for the majority of our 2025 targets.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The continual expansion of our Purpose targets’ depth and breadth is a key element of our strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As such, we introduced new areas included in target scope with the 2025 targets.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"As a result, in many cases, FY20 values disclosed in the FY20 NIKE Impact Report differ from those provided in this report, reflecting the more inclusive measurement scope in our most current targets.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For the nine Planet targets and the three Supply Chain targets, the target year (when target value achievement is measured) is considered the full FY25.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"For the Foundational Expectations target and the People targets, FY25 Q4 constitutes the final measurement period.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"A diverse person may be defined as a minority , woman, disabled, LGBTQ and or veteran.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Minority is defined as African American, Hispanic, Asian American, Native American, Pacific Islander or other types of ethnic minorities here in the United States.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The basis for the revised spend data is based on three driving factors: We validated existing suppliers that qualified as diverse, but were not previously designated.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This included researching the suppliers’ certification, that the certification had been accurately recorded in our systems, and that the resulting spend data was reflected correctly.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We have increased our outreach to Tier 1 suppliers (prime contractors) to report their Tier 2 (subcontractor) spend.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We increased our survey scope from 16 to 200 suppliers (representing the majority of total indirect spend).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"This resulted in suppliers retroactively reporting their historic Tier 2 spend, which was not previously asked for by NIKE.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We have been able to significantly improve the frequency and maturity of our data quality (validation) reviews.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This index measures the emotional commitment our teammates have for NIKE, influenced by their day to day experiences.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"This index measures the extent that our teammates feel that NIKE supports a culture of diversity and inclusion, as well as their personal perceptions around feeling valued and included.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We are able to measure our percent favorability, and assess whether we score within the top quartile.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Level 3 safety and health maturity on Culture of Safety Maturity Assessment.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"While most suppliers have started to measure worker voice in their facilities, none have advanced to the next phase, which involves responding to and improving worker experience.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We will begin reporting on progress next year as suppliers begin to enter this next phase.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The baseline for this target was created in FY21 and this information wasn’t measured in FY20.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Standards lay out the minimum standards we expect each supplier facility to meet.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our scope for this target includes Tier 1 finished good suppliers, Tier 2 material suppliers representing approximately 90% of our footwear uppers and apparel materials, focus DCs representing at least 80% of volume, and our NIKE owned or operated manufacturing facilities (Air MI).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Apparel EPMs: recycled polyester, organic cotton, recycled cotton, third party certified cotton.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Apparel manufacturing waste not yet included in reporting scope as data sources for target tracking are under establishment.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Diverted: Includes waste to energy incineration, recycled waste and composted waste.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We use an apportioned methodology when accounting for units recycled, to address the constraint that a full unit cannot always be recycled.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"To avoid overclaiming benefits from recycling, we only count the portion of the unit that is recycled in our target performance numbers.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Being seen, heard and included is much more than a numbers game.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"But by measuring our progress and charting representation across gender, race, ethnicity and identity, we keep ourselves accountable.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In doing so, we’re moving closer to achieving the equity that every team, supplier, partner and organization we work with deserves.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"I was a kid in Compton, a place that was most definitely not known for churning out world class tennis athletes.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"My sister, Venus, and I knew that the courts we practiced on weren’t opened with us in mind.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"As my game grew and my career advanced, I understood that so many elements of the game from the rules to the gear weren’t designed for players like me.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Whether it was the fit, the form, the function or the style, I was not represented and I had to make it my own.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"So I’d be remiss if I didn’t fiercely advocate for the next generation of female players and young Black and Brown creators.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Often overlooked in design fields, the creative contributions we have yet to make are what’s needed to make our world brighter, bolder and better.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Whether on the court or in the studio, seeing more players and designers like me and like you, who are not afraid to bring our best game will make all the difference.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At Serena Williams Design Crew, we come from different backgrounds and think differently.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"I was a kid in Compton, a place that was most definitely not known for churning out world class tennis athletes.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"My sister, Venus, and I knew that the courts we practiced on weren’t opened with us in mind.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"As my game grew and my career advanced, I understood that so many elements of the game from the rules to the gear weren’t designed for players like me.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Whether it was the fit, the form, the function or the style, I was not represented and I had to make it my own.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"So I’d be remiss if I didn’t fiercely advocate for the next generation of female players and young Black and Brown creators.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Often overlooked in design fields, the creative contributions we have yet to make are what’s needed to make our world brighter, bolder and better.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Whether on the court or in the studio, seeing more players and designers like me and like you, who are not afraid to bring our best game will make all the difference.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"It is what will dare people, like you and my young daughter, to dream even bigger, and maybe even achieve a major award or a grand slam or two.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Each year we choose 10 up and coming designers of diverse backgrounds and perspectives, with the mission of seeding a new era in design and expanding sport for a new generation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Much like me, the SWDC apprentices have a bold and progressive vision.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"I want to empower them to not follow trends, but instead create them.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"What some say does not match, ends up coming together beautifully.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At SWDC, we represent different backgrounds and think differently.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"When we set out to build the largest WNBA roster in Jordan Brand history it wasn’t about setting records, it was about setting the standard.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We wanted to show off the depth and diversity of play across the women’s game, and to create a legacy that invites in a new generation onto the court with us.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"NIKE wants to be a leader in building a diverse, inclusive team and culture, and this target is important in our work to create the equitable playing field of the future.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Gender equity in the workplace is part of our goal of creating an environment that enables self identified women to reach their full potential and reflect the female athletes and the communities where we live, work and play.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our FY21 representation of women in our global corporate workforce (50.4%) increased by 0.7 percentage points to 51.1% in FY22, allowing us to surpass our target.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"And, we went from 43% of women in leadership positions to 44.1% in FY22, 0.9 percentage points shy of our 45% 2025 target.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We continued to expand our diversity recruitment, talent development and retention practices, adopting a data driven approach to guide our actions and decisions.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"People Representation Hiring experiences specific to gender identity, race and or ethnicity, and sexual orientation.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The purpose of the FLDP is to help accelerate the movement, representation and retention of talent.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"A cohort based series of professional development courses for Manager to Senior Director level women, ADL supports career advancement through highly interactive, learning focused sessions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Participants gain access to best practices and new tools that help them be more effective as business leaders, and a wide network of like minded peers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The courses are facilitator led and include opportunities for networking and individualized support.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We also continued to build deeper and stronger relationships with 10 strategic women only external partners, including Girls in Tech, Grace Hopper Celebration, Latinas in Tech, Lesbians Who Tech, Women Back to Work and the Society of Women Engineers, to help drive representation, retention and development opportunities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In addition to helping NIKE source candidates from a variety of backgrounds, these partnerships offer unique benefits, supporting career development through professional memberships, leadership and technical trainings, networking and team building.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"NIKE’s diverse group of employees participated in 50 Diversity, Equity and Inclusion (DEI) conferences in FY22, of which 12 focused on professional women and their needs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"An opt in program in partnership with world class, expert leadership development firms, the purpose of the FLDP is to help accelerate the movement, representation and retention of talent.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"I am very proud to inspire personal growth and career advancement with my women athlete peers by encouraging store athletes to participate in discussions on women’s topics and share their experiences at community events.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In FY22, we added new investments in professional development opportunities through stronger internal and external partnerships.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Based on the positive response from over 40 WIN participants and their managers, we are expanding the WIN program in FY23 to also include former U.S. track field athletes.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In FY21, we launched Valari, a nine month fellowship that engaged the talents of former caregivers who have already paved a way in the technology industry and are eager to get back in the game.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The program provided curated learning experiences for managers and fellows to accelerate their leadership development, including career coaching, executive sponsors and NikeUNITED Networks support, as well as mentorship.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In FY22, all Valari fellows were offered and accepted full time Director level positions in the technology organization, landing on teams that are critical to our overall Consumer Direct Acceleration offense, including Enterprise Data and Analytics, and Technical Product Management.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"A retreat in Hawaii for Asian Americans and Pacific Islander (AAPI) women, LEAP is a first of kind leadership development and wellness program for those who identify as women in the AAPI community.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Internally, we have continued to work to accelerate the career trajectory of women in the workplace by investing in signature programs to increase a sense of belonging, community and professional development.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Building on the success of the previous cohorts, in FY22 we expanded this 24 month program designed for retired and retiring Women’s National Basketball Association (WNBA) players.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our Women of NIKE and Friends Network has a mission to empower, inspire and invest in women at NIKE.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We identify and nurture high potential individuals to help develop strong talent for the future.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In FY22, we revamped the curriculum of two signature programs focused on Directors and Senior Directors, and we continued to offer mentorship and on the job training.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We also provided development opportunities with external partners.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At the executive level, we regularly conduct talent assessment evaluations that inform the types of training opportunities offered to our most senior leaders, including women in senior leadership positions.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We leverage a variety of programs, including executive coaching, 360 degree reviews that better inform individual development plans, and quarterly executive development meetings.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Since its establishment in 2010, WON continues to play a significant role in supporting gender equity in the workplace.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Its mission is to empower, inspire and invest in women at NIKE, which it activates through three pillars of focus: community, career development and connection.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In FY22, WON expanded its reach from 35 to 48 countries, hosting a variety of events and reaching more than 10,000 members globally.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In FY23, WON will work to elevate the needs of the women of NIKE through community building and career development opportunities, all while continuing to listen and learn, taking a data driven approach, conducting surveys, and sharing insights with the business and its members.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"At NIKE, we are committed to attracting and fostering racial and ethnic minority leaders as we continue to create an inclusive culture and innovative company.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We believe that a diverse leadership allows us to not only serve our consumers and their communities better, but also be a better company.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"We have focused our efforts in two different areas: hiring new, world class talent, and retaining them, which includes developing and promoting internal talent across all levels and across all U.S. racial and ethnic minorities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In FY22, we increased the percentage of U.S. racial and ethnic minorities at Director level and above to 34.5%.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This is a four percentage point increase, putting us above our 2025 target of 30% in FY22.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Our DEI strategy has focused on increasing representation through key partnerships with organizations like The Alumni Society, driving awareness of NIKE as a career destination for racial and ethnic minorities, offering focused development opportunities for a diversity of internal talent at the mid level and above and enhancing the day to day sense of community for a diversity of populations at NIKE.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For example, in FY22 we continued to expand participation in McKinsey Company’s management program for mid level leaders and McKinsey Academy for our Senior Directors, Vice Presidents and CNEXT platform emerging leaders.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We continued to invest in NikeUNITED Networks and have steadily increased participation in NIKE’s DEI mentorship program for corporate employees in the U.S., which strives to further promote equity, opportunity, belonging and inclusivity.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In FY22, 1,028 employees participated in the program across 19 functions, and 98.5% of participants found the program a valuable experience overall.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The NikeUNITED Employee Networks bring together employees and allies who represent the unique experiences, perspectives, and ideas of our diverse global employee team.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
