text,llm_responses,scope3,vague
"Our advantaged portfolio of assets and products, coupled with our competitive advantages, provides flexibility for continued success across a broad range of potential scenarios.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our focus on innovation and technology, combined with supportive government policies, can further accelerate large scale deployment of solutions essential to enabling modern life and lowering greenhouse gas emissions.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"We plan to play a leading role in the energy transition, and we strive to accomplish this by applying the company’s top strengths, which include scale, integration, technology, functional excellence and people.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Building on a strong history of leadership, we are focused on achieving our aims, including our sustainability goals.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This approach helps build resiliency into our business and operations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our governance and business ethics underpin our actions and behaviors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This internal leadership drives our policies, systems, expectations and standards.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Strategies, capital, innovation and stakeholder engagement enable us to focus our resources and develop plans in the areas of greatest potential impact to ExxonMobil and society.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Execution of plans, processes and stewardship of progress support delivery in areas of focus and drive continuous improvement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil is committed to being a leading energy and chemical company, achieving strong financial and operating results and adhering to the highest ethical standards.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are dedicated to running safe and environmentally responsible operations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Good corporate governance creates a business environment conducive to long term growth.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our efforts are overseen by our Board of Directors, which provides guidance to company management.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We strive to always uphold high ethical standards in all aspects of our business.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Standards of Business Conduct set the ethical conduct expectations for ExxonMobil and its wholly owned and majority owned subsidiaries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Employees are reminded of these Standards of Business Conduct annually.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Business practices training is required for employees every four years.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil requires all employees, officers, directors and those working on our behalf to comply with all applicable laws.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil Sustainability Report ExxonMobil encourages employees and contractors to ask questions and voice concerns, and we insist on the reporting of any alleged violations of company policies.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition to our open door communication procedures, we have several confidential mechanisms for reporting.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Employees can submit concerns anonymously through a 24 hour hotline or a mailing address.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We respect confidentiality, subject to legal requirements, and have protections in place to prevent retaliation against any employee for submitting concerns.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A hotline steering committee reviews reports of suspected violations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Board Audit Committee, comprised of four independent, non employee directors, oversees accounting and internal control matters for the company, including compliance with legal and regulatory requirements.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Audit Committee receives a quarterly report summarizing the hotline steering committee’s findings, including any policy violations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Confirmed violations lead to disciplinary actions, up to and including termination.
","{'scope3': 'no', 'vague': 'not relatable to ESG'}",no,not relatable to ESG
"For more information on the Board Audit Committee, please see the company’s annual proxy statement on our Investor Relations webpage.
","{'scope3': 'no', 'vague': 'not relevant'}",no,not relevant
"ExxonMobil conducts regular internal audits and self assessments to verify the effectiveness of our control systems and adherence to our Standards of Business Conduct.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our team of internal auditors annually reviews approximately one third of ExxonMobil’s activities and processes on a rolling basis.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Internal auditors have access to all operations, records, personnel and properties.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We thoroughly investigate suspected acts of noncompliance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Employees in relevant job functions receive online and in person training on antitrust, anti corruption, anti boycott, trade sanctions and export controls soon after entering their positions, as well as every year thereafter.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2021, more than 17,000 employees and contractors participated in such training.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil’s Board of Directors oversees the corporation’s management, including its risk management.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It also reviews long term strategic plans, selects and reviews the performance of the chief executive officer (CEO), reviews development and succession plans for top executives, as well as a number of other functions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Board is comprised of independent directors and the CEO.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"All members of the Audit Nominating and Governance Compensation and Environment, Safety and Public Policy committees are independent.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Individual directors leverage their experience and knowledge in Board and committee deliberations and Board decisions reflect the collective wisdom of the group.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Board added five new independent directors in 2021.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These new directors add to the Board’s existing skillsets and expertise by providing additional experience in energy, business transition and capital allocation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Each new director participated in comprehensive onboarding sessions these sessions included the company’s history, culture, practices, risk framework, legal and regulatory requirements and ethics as well as other policies.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additional information regarding director qualifications can be found on page 18 of ExxonMobil’s 2022 Proxy Statement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"An independent lead director is selected by and from the independent directors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The lead director is expected to serve for a minimum of two years.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To enhance Board governance, ExxonMobil’s independent lead director’s board authorities were enhanced in 2020 and include leading the annual performance evaluation of the Board and its committees.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The lead director also chairs the Nominating and Governance Committee, with authorities that include establishing the criteria for director engagement with shareholders, overseeing independent director succession planning and establishing and maintaining procedures for interested parties to communicate with non employee directors.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Additionally, the lead director works together with the Compensation Committee to oversee the annual evaluation of the CEO, the communication of resulting feedback to the CEO and the review of CEO succession plans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Board believes shareholder interests are best served through a leadership model combining the roles of Chairman of the Board and chief executive officer.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At year end 2021, 11 of ExxonMobil’s 12 directors were independent as defined by New York Stock Exchange guidelines.
","{'scope3': 'no', 'vague': 'not relevant'}",no,not relevant
"This is a greater frequency of meetings than other Standard Poor’s 500 company boards, which met on average approximately 9 times in 2021 and approximately 8 times in 2020 per the 2021 Spencer Stuart Board Index.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil’s incumbent directors, on average, attended approximately 97% of Board and committee meetings in 2021.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil Sustainability Report The Nominating and Governance Committee considers recommendations from shareholders and Board directors to help ensure the selection process is collaborative.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At year end 2021, 42% of the Board’s directors were female and or racially ethnically diverse.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Nominating and Governance Committee, chaired by the independent lead director, recommends committee assignments to the full Board.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These recommendations consider the tenure, skills and experiences of each director and the collective group.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil recognizes that the strength and effectiveness of the Board reflects the diversity of strengths and experience of the individual directors their commitment and the ability of directors to work effectively as a group in carrying out their responsibilities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Nominating and Governance Committee leads the Board refreshment process, which incorporates the perspectives of external experts and shareholders.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Qualifications sought for director nominees are documented in the Board’s Guidelines for the Selection of Non Employee Directors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Board considers director longevity of service and experience to be of great value and it also recognizes the importance of director refreshment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The average tenure of our non employee directors at year end 2021 was 3.8 years, which was well below the 2021 average of S P 500 companies of 7.7 years 2 .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Nominating and Governance Committee looks for highly qualified, non employee candidates with demonstrated leadership, competency and a commitment to represent the interests of our shareholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"An independent executive search firm helps identify external candidates for consideration.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A diversity of experiences and backgrounds, including gender and racial ethnic diversity.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Experience and demonstrated expertise in managing large, relatively complex organizations, such as that of CEOs of a significant company or organization with global responsibilities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Experience in government, regulatory or public policy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Experience on one or more boards of significant public or nonprofit organizations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Expertise resulting from significant academic, scientific or research activities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Experience in the energy industry or with cyclical businesses, such as commodities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our sustainability governance framework helps enable the long term viability of our business, maintains a culture of ethical behavior and supports the sustainable development of the communities where we operate.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Board of Directors provides oversight of key enterprise risks to ExxonMobil’s business.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Throughout the year, the Board participates in reviews with management on the company’s business, including identified enterprise risks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Approach to help reduce greenhouse gas emissions in support of a net zero future.
","{'scope3': 'possibly', 'vague': 'generic'}",possibly,generic
"The Board engages with both internal and external experts on issues of importance to the company.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These reviews cover a range of topics, including climate change, research and development efforts, operating strategies, business and corporate planning, technology, current events, shareholder engagements and company performance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"More detailed information is available in the company’s Outlook for Energy, Advancing Climate Solutions report and this Sustainability Report, among other publications.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The independent lead director’s responsibilities include engaging with shareholders, as appropriate, including on environment, social and governance (ESG) topics.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Board’s Environment, Safety and Public Policy Committee oversees operational risks associated with safety, security, health and environmental performance including actions taken to address climate related risks, lobbying activities and expenditures, and community engagement.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Board, including the Environment, Safety and Public Policy Committee, visits an ExxonMobil site regularly.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These visits enable directors to observe and provide input on safety, operating practices, environmental performance, technology, products, industry and corporate standards and community engagement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The ExxonMobil Management Committee provides ongoing oversight of sustainability with the business lines and functions, including regular assessments of strategic risks, safeguards and mitigation plans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Each year, the business lines coordinate with ExxonMobil’s Global Operations and Sustainability organization to present sustainability related goals, plans and progress.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Global Operations and Sustainability Vice President collaborates with Corporate Strategic Planning and the business lines to develop sustainability related goals and supports the integration of those goals into operating plans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Stewardship of sustainability related activities to the Chairman and Management Committee occurs quarterly.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Within Global Operations and Sustainability, the Sustainability Director manages the focus areas and subject matter experts are responsible for identifying opportunities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The decisions that our executives make and the risks that they manage play out over multi year time horizons.
","{'scope3': 'no', 'vague': 'neutral'}",no,neutral
"Executives are required to carefully consider current and future risks, such as those related to climate change and to make decisions across a broad range of business investments that generate sustainable shareholder value over the long term.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our strategic objectives have been established to drive sustainable value while positioning ExxonMobil for long term success in a lower emissions future.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These objectives are translated into annual goals through a comprehensive process that incorporates corporate and functional plans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Goals are incorporated in the corporate plan, which is reviewed and approved by the Board and provides the framework for the organization’s commitments.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our executive compensation program design aligns executives’ compensation with the results of their decisions including the returns to our shareholders over the long term.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The program is designed to drive long term accountability, reward outstanding performance and promote retention.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil’s strong culture has underpinned our success for decades.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our culture framework, We Are ExxonMobil, articulates our core values and leadership expectations necessary to position the company for long term success.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It also outlines key skills that apply to all employees.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Around the world, we share a commitment to excellence in pursuit of our common goals.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our expectations steer the actions and development of our leaders to achieve business results that meet and exceed our strategic business objectives.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our culture is enabled by a strong focus on leadership and key talent systems, including performance assessment, on the job experience and formal training.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Redesign of our formal leadership learning programs started in 2019 with implementation of the programs beginning in 2022.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These courses, developed in partnership with the University of Michigan and the University of North Carolina, are designed to help our supervisors and managers fully embrace We Are ExxonMobil, connect it with our strategic priorities and unlock the full potential of our workforce.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The methods we employ to attain results against our strategic priorities are as important as the results themselves.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Each of our directors, officers and employees is expected to observe the highest standards of integrity.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Board of Directors has adopted and oversees the administration of our Standards of Business Conduct, which include foundation policies covering environment, health, safety, product safety, customer relations, equal employment opportunity and harassment in the workplace.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This collection of policies and standards defines the global ethical conduct of ExxonMobil and its majority owned subsidiaries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This includes detailing our values on important matters like human rights, labor, the environment and anti corruption.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our directors, officers and employees are required to review these policies annually and apply them in their work.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Across ExxonMobil’s global operations, we rigorously apply management systems to identify, track and report the metrics that demonstrate and guide our performance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These systems enable us to comply with regulations and provide a framework for maintaining high standards in places where applicable laws or regulations do not exist.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These expectations provide the basis for managing risk and achieving excellence in each of our business lines.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Operations Integrity Management System (OIMS) establishes expectations that apply across all our operations to address risks inherent to our business, including environmental risks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The OIMS framework contains 11 elements related to leadership, operations and maintenance, community relations, emergency response, incident investigation and information and documentation, among others.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It also provides protocols and guidance for mitigating risk.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil monitors the performance of joint ventures and company assets operated by others against OIMS expectations and encourages them to consider improvements, as appropriate.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Each element of OIMS contains overarching objectives and expectations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The OIMS framework also includes the characteristics of and processes for implementation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Controls Integrity Management System (CIMS): CIMS is used to assess and measure financial control risks, identify mitigation procedures, monitor compliance with standards and report results to the appropriate operations and management groups within ExxonMobil.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Sustainability Management: Environmental Aspects Guide (EAG): The EAG establishes a consistent approach to identify, evaluate and assess environmental and socioeconomic risks resulting from our activities so these risks can be managed.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Environmental Business Plans (EBPs): EBPs use a corporate wide framework to address environmental requirements and expectations as part of the annual business cycle.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Environmental Data Management System (EDMS): EDMS is used to collect, collate and consolidate site level data at the corporate level to help manage environmental performance indicators globally.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"EDMS is being integrated with existing site based emissions monitoring and measurement systems to enable collection of up to date, site specific information.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"ESHIA enables a formal analysis to identify key environmental, socioeconomic and health risks and develop strategies to manage these risks through the full life cycle of an asset.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil Capital Projects Management System (EMCAPS): EMCAPS provides a framework to guide project development and execution and helps account for environmental and socioeconomic concerns and regulatory requirements.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Global Energy Management System (GEMS): GEMS identifies opportunities to improve energy efficiency and reduce greenhouse gas emissions intensity in Downstream and Chemical operations, which are part of ExxonMobil Product Solutions.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"IMPACT: IMPACT is a corporate wide database which captures and analyzes safety and environmental data on incidents, near misses, observations, assessment findings, lessons learned and follow up activities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"National Content Guidelines, Strategies and Best Practices: This document contains the key elements of a national content strategy and plan, models and tools for the successful development of national content and roles and responsibilities at the corporate, country and project levels.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Product Stewardship Information Management System (PSIMS): PSIMS applies common global processes and a global computer system to capture and communicate information on the safe handling, transport, use and disposal of our products.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Project Environmental Standards (PES): PES identifies applicable company environmental standards for new projects, which provide environmental and social protections.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Technology Management System: Includes processes for technology investments that follow a gated management system from early technical innovation to final deployment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil has defined 14 Focus Areas to accelerate our sustainability progress.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In developing these Focus Areas, we considered and analyzed our environmental and social impacts, business strategies and internal and external stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil conducts assessments to identify environmental, social and governance (ESG) topics of interest to stakeholders and to enhance our understanding of current events and evolving business priorities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The results of these assessments help inform the development of our Sustainability Report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Ipieca, the global oil and gas association for advancing environmental and social performance across the energy transition, defines important topics as those that, in the view of management and external stakeholders, have the potential to significantly affect ESG performance and stakeholder awareness, assessments or decisions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2021, we engaged a third party consultant to conduct a robust topic selection process in line with Sustainability Reporting Guidance for the Oil and Gas Industry (4th edition, 2020) developed by Ipieca, the American Petroleum Institute (API) and the International Association of Oil Gas Producers (IOGP) referred to as Ipieca API IOGP Guidance in this report 3 .
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We identified topics based on peer benchmarking, a review of leading sustainability frameworks (including those published by Ipieca, the Global Reporting Initiative (GRI) and the Sustainability Accounting Standards Board (SASB)), and other external research.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also engaged internal and external stakeholders to gather data on our community impacts and potential impacts on stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We analyzed peer and industry reporting, regulations and media and provided data driven insights into strategic, regulatory and reputational risks and opportunities for ExxonMobil and its stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We carefully reviewed these inputs in order to select our topics.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Global Operations and Sustainability leadership reviewed and validated the results of this topic selection process and supported alignment with our Sustainability Focus Areas.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We work to foster mutual understanding, trust and cooperation with stakeholder groups on sustainability topics.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We interact with these groups through community meetings, digital and social media, corporate publications and one on one discussions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Open dialogue enables us to hear concerns, discuss approaches and share plans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Across a range of stakeholder groups, including communities, non governmental organizations, employees and shareholders, we continue to see broad interest in our impact on the communities we serve.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our goal is to better understand stakeholders’ views.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We collaborate on topics such as technical projects, potential sustainability impacts, community concerns and public policy development.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil hosts sessions to share information on project updates, market based approaches to sustainable matters, policy insights and updates on the company’s safety, environmental and human rights practices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also meet one on one with many stakeholders as part of ongoing business relationships.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil is focused on creating long term value while seeking to meet the world’s growing energy needs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Responsible engagement provides an effective forum to discuss issues and share relevant information, facts and viewpoints.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Nominating and Governance Committee has established procedures for shareholders and other interested parties to communicate with Board members.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Individuals can email our non employee directors through the corporate governance page of our website.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"All communications are recorded by an ExxonMobil assistant secretary or designated staff member and forwarded to the appropriate director or directors or otherwise handled as the Nominating and Governance Committee has directed.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Every year, shareholders or their proxies may submit proposals regarding operations or governance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Company management and the Board consider each proposal and management seeks a dialogue with the proposal sponsor.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"When speaking with shareholders, we actively listen and, where possible, look to find common ground, potential for improvement and a better understanding of the issues raised.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"More information can be found in ExxonMobil’s 2022 Proxy Statement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil engages with shareholders or their proxies on a range of issues.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since 2016, we have more than doubled the number of sessions we hold on ESG issues with institutional investors, pension funds and labor, religious and nongovernmental organizations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2021, we held approximately 145 of these sessions with shareholders owning nearly 1.7 billion shares.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The sessions comprise an estimated 77% of outstanding stock held by institutional investors and about 41% of total shares outstanding.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These shareholder engagements can often eliminate the need for more formal shareholder proposals at the annual shareholders meeting.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"At the 2022 annual meeting, shareholders owning approximately 3.4 billion outstanding shares, or over 80%, were represented.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, shareholders voted on 10 issues, including seven shareholder proposals.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"More information on the voting outcomes can be found in the 2022 proxy voting results.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ExxonMobil believes that sound public policy should include input from a variety of stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
