text,llm_responses,scope3,vague
"The underlying character of our Company comes from the hard work, energy, and dignity of our people.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Investing in the health, safety, and overall well being of our employees providing opportunities for development and career mobility and maintaining a supportive, respectful workplace require concrete solutions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, we expanded our education investment and career development program, Disney Aspire, and launched a new virtual leadership program for senior leaders called Disney IGNITE.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also reported adjusted pay ratios, which were at least 99% across gender, race, and ethnicity in the U.S.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We are focused on operating responsibly and on conducting our business in accordance with high standards of ethics.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, we updated our Human Rights Policy, enhanced our Supply Chain Code of Conduct, and celebrated the 10th anniversary of our Supply Chain Investment Program, which provides grant funding to support tools and programs that improve working conditions and enhance accountability in global supply chains.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As you read this report, we hope you share our excitement about the progress we made this past year and the many opportunities ahead to deliver meaningful impact from our efforts.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are excited to celebrate our 100th anniversary create even more magical experiences and further serve our employees, guests, consumers, and communities in 2023 and beyond.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The mission of The Walt Disney Company is to entertain, inform, and inspire people around the globe through the power of unparalleled storytelling, reflecting the iconic brands, creative minds, and innovative technologies that make ours the world’s premier entertainment company.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since the Company’s founding nearly 100 years ago, operating responsibly has been an integral part of our DNA.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our corporate social responsibility (CSR) efforts address the expectations of our people, consumers, communities, and investors, and help us to attract, retain, and develop talented and diverse creators, cast members, and employees, all of whom contribute to our business success.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We take a strategic approach to setting our CSR priorities, addressing issues that are important to our businesses and to the communities where we operate.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We regularly monitor issues and evolve our efforts to ensure we remain focused on the economic, environmental, and societal matters that impact those we serve.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney strives to inspire a world of belonging by embracing broad representation and respect for every individual in our workplace, storytelling, and communities a world in balance by taking action to create a cleaner, safer, and healthier world and a world of hope by supporting our communities, especially children.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are also investing in our people and operating responsibly.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Working together, side by side, our first responsibility is to have a meaningful, measurable, and positive impact on the people we serve.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This report details our key actions across these focus areas and describes how we’ve continued to implement our CSR strategy across our offerings, operations, and charitable giving initiatives.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Inclusion of information in this report should not be construed as a characterization of the materiality or financial impact of that information.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are committed to cultivating a welcoming and respectful workplace, creating content and experiences that inspire our global audiences, and collaborating with community organizations to make our industries accessible to all.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through our 2030 environmental goals, we are working to reduce emissions, use and waste less, lower the impact of our products, build sustainably, and inspire communities to protect the magic of nature together.
","{'scope3': 'generic', 'vague': 'ambiguous'}",generic,ambiguous
"We support communities around the world in ways only Disney can, leveraging the power of our stories and beloved characters, reach of our platforms, and employee and cast member talents.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our employees are at the heart of every one of our stories and are the reason we can entertain, inform, and inspire people all over the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are focused on investing in our peoples’ health, safety, and overall well being creating a supportive and inclusive culture and providing opportunities for growth, development, and career mobility.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are committed to operating our businesses with integrity and adopting governance policies that represent our stakeholders’ interests, and we are committed to conducting business in accordance with high standards of business ethics and complying with applicable laws, rules, and regulations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"CSR at Disney is led by our Executive Vice President (EVP), Corporate Social Responsibility, Jennifer Cohen, who reports to our Chief Executive Officer.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"She works in close collaboration with our Chief Financial Officer, Chief Human Resources Officer, Chief Diversity Officer, Chief Compliance Officer, General Counsel, Investor Relations, Global Public Policy, Government Relations, our segment business leaders, and their respective teams.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Together they develop strategies, policies, programs, and other initiatives to address our priorities across our offerings, operations, and philanthropic giving.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, the Governance and Nominating Committee of the Board has oversight of CSR programs and reporting.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our EVP of CSR provides updates on CSR topics to the Committee throughout the year and presents to the full Board at least annually.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Board has also delegated oversight of specific topics to certain committees.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Governance and Nominating Committee oversees human rights policies and lobbying and political strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Audit Committee oversees cybersecurity and data security risks and mitigation strategies.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"And the Compensation Committee oversees workforce equity matters.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This includes compensation of the Company’s executive officers for example, diversity has been included as a factor in the executive bonus plan for many years, and in fiscal 2022, diversity and inclusion again had the highest weighting among nonfinancial objectives.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"You will see relevant icons in various sections throughout this report to demonstrate where our efforts align with specific United Nations Sustainable Development Goals (SDGs) a collection of global goals intended to create a cleaner, safer, and healthier future for all.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are committed to operating respectfully and responsibly in all that we do, and having a meaningful, positive impact on all the communities and people we serve.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We maintain relationships with the stakeholders and communities we serve through ongoing dialogue.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We work with a variety of stakeholders representing diverse perspectives including consumers, employees, industry and business communities, nonprofit and social impact organizations, and shareholders as we believe this can enhance our ability to identify opportunities and, in some cases, solutions to some of our most pressing challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also engage on policy issues both directly and through industry associations on issues relevant to our businesses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Ongoing and responsive engagement with key stakeholders continues to inform our CSR strategy, goals, and initiatives.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Consumer surveys Focus groups Fan events Social media interactions Customer service emails and calls Cause marketing campaigns.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Employee surveys and focus groups Town halls Conversations focused on topics that matter to our employees, like inclusion and respect in the workplace.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Employee volunteering and giving Business unit specific initiatives (e.g., Disney Studios virtual executive coffees).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Industry conferences Industry and multi stakeholder coalitions Supplier meetings and collaborations.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Signature social impact initiatives Campaigns (e.g., cause marketing, awareness campaigns) Multi stakeholder coalitions Charitable giving Employee volunteering and giving Consultation on priority topics (e.g., climate change, human rights, diversity, environmental goals).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Management and Board engagement Earnings calls Annual shareholder meetings Conferences and events.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our customer engagement approach helps us better understand what our consumers expect from us.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, it helps inform how we can utilize our unique content and experiences to inspire millions globally to show up as a force for good in our world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through a variety of outlets, we participate in a two way responsive dialogue where we learn what our employees value, their levels of satisfaction as well as their concerns, and their knowledge of and engagement with key issues at Disney.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, in 2022 we surveyed employees across the enterprise.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Learnings help to inform our ongoing work to develop programs that support and further the employee experience.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through engagement with industry leaders and suppliers, we join efforts to create large scale, industry wide change, as well as to learn about trends and insights related to our specific businesses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, we are active participants in multi stakeholder efforts to improve labor conditions in global supply chains, such as the Joint Forced Labor Working Group and the Business at OECD Investment and Responsible Business Conduct Committee.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"NGOs and social impact organizations address challenges, both globally and locally.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Their expertise and on the ground programs enable us to reach individuals and communities that need us most, such as historically underrepresented communities that we aim to serve through our Disney Future Storytellers program.
","{'scope4': 'no', 'vague': 'generic'}",,generic
"Additionally, these organizations educate us on the evolving trends regarding impact areas and or regions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Members of management, the Board, and our Investor Relations team have a strong program of engagement with shareholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, in calendar year 2022, our Investor Relations team contacted more than 95% of our largest 50 shareholders, and our Investor Relations team and Board held two formal rounds of shareholder engagement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This was in addition to regular ongoing engagement throughout the year with investors of all sizes from around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The feedback gathered during these conversations helps inform the Board’s thinking, including on CSR practices and disclosures.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through financial contributions, collaboration with nonprofit organizations, and in kind donations, Disney brings positive, meaningful, and measurable impact to our communities around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Guided by our Charitable Giving Guidelines, we focus on investments that align to our CSR focus areas leverage our unique resources, skills, talents, and expertise and address pressing community needs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In the past decade, we have also matched more than 104 million in employee and cast member personal donations of money and time through Disney’s Matching Gifts and VoluntEARS Grants programs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Charitable giving highlights are included throughout this report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also include grants to organizations where a percentage of their services reaches underrepresented and protected communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"If the organization spends a majority of their efforts on these communities, we count the entire grant, and if the organization does not spend a majority, we count a proration of the grant.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For grants to these two types of organizations, we rely on their self reported percentages regarding communities served.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"On a sample basis, we validate the percentages that we report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are committed to directing 50% of our annual charitable giving to programs benefiting underrepresented communities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We inspire a world of belonging through stories and storytellers who reflect the rich diversity of our world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney is committed to celebrating an inclusive and respectful world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We create authentic and unforgettable stories, characters, experiences, and products that capture the imagination of our global audiences.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our workplace practices help us to make progress toward attracting, retaining, and developing a workforce that reflects the diverse life experiences of our audiences and guests.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney also collaborates with community organizations to create opportunity around the world through charitable giving and strategic endeavors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Reimagine Tomorrow endeavors to inform employees, community organizations, and fans about our DEI commitments and actions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Diversity, Equity, and Inclusion team is working across the Company to inspire positive change.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By supporting the creation of content and experiences that resonate with our ever expanding global audiences, promoting diverse representation, and collaborating with numerous nonprofit organizations and cultural experts, we are helping Disney remain a place for boundless creativity and belonging.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To make progress toward a workforce that reflects the market.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are focused on engaging, developing, and retaining a diverse workforce and leadership team.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"When our workforce reflects the diversity of our consumers worldwide, we are able to better and more authentically serve those consumers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney takes a meaningful and measurable approach to expanding our pipeline of talent, and we strive to follow industry best practices, including marketing roles on platforms that reach broad audiences using respectful, welcoming language in our job descriptions and forming inclusive panels to interview candidates.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We offer optional training to support leaders in identifying, attracting, and engaging a multifaceted talent pool.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also work to engage, develop, and retain a leadership team and workforce that reflect our audiences.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, we promote accessible workplaces and we strive to recruit, train, and integrate employees with disabilities in alignment with industry best practices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To attract and retain representative talent at the executive level, we invest in talent development programs like the Black Talent Network, which launched in 2020.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This initiative expands exposure for Black talent across the Company and helps to increase representation in senior level roles.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Participants engage with senior leaders and create career plans to expand their opportunities within the Company, and 86% of Black Talent Network participants said they know the next steps to achieve their career possibilities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, we launched two new cohorts of the Women’s Talent Network to enhance careers for Asian American Pacific Islander (AAPI) as well as Latina employees.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"One hundred participants joined the pilot across both programs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our individual businesses also facilitate talent development programs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, Disney General Entertainment continues its Executive Incubator Program, which works to create a pipeline of the next generation of creative executives by providing participants from underrepresented backgrounds with experience in various aspects of the content business.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A few additional examples of how we are building a robust talent pipeline are included on the next page.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Now in its second year, Disney on the Yard continues to build a community for alumni from Historically Black Colleges and Universities (HBCUs) and provide meaningful opportunities for HBCU students who dream of one day working in the entertainment field.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The program builds on Disney’s support of HBCUs through scholarships and engagement with students, faculty, and alumni.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Focused on building a robust, long term pipeline of Black talent, in fiscal 2022 Disney on the Yard launched an inaugural summer program in which students from HBCUs received unique on the job experience with Disney.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney is working to attract wide ranging talent to our technology teams.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are a proud supporter of The Grace Hopper Celebration of Women in Computing, the world’s largest gathering of women and nonbinary people in technology.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, we supported the conference, both in person and virtually, as a top tier Emerald sponsor with more than 300 Disney representatives attending.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since 2020, Disney has also participated in AfroTech, an annual gathering of technologists focused on celebrating Black and African American community, culture, and innovation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These conferences, and many others, enable Disney to engage with prospective talent and share innovations and content from across the Company.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, Disney’s Lucasfilm launched the Get in the Door initiative, which offers a robust website and documentary video series showcasing various Disney career opportunities and how to build a rewarding career in the industry.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The initiative encourages talent from underrepresented backgrounds to explore careers in entertainment production.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It reaches a broad cross section of audiences, allowing them to see themselves in these roles through a wide network of social platforms, presentations, and recruitment avenues.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Walt Disney Studios supports the professional development initiatives of LatinX in Animation (LXiA), a signature program of the Latino Film Institute, by hosting talks to inspire artists in their own work and facilitating networking and hiring opportunities for LXiA members.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"LXiA is dedicated to uniting a talented pool of diverse innovators across the animation, visual effects, and gaming industries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through our collaboration, talented groups of Latino creators are empowered to craft exceptional stories across multiple platforms and help bring valuable perspectives to our talent pipeline.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are honored to champion the veteran community of the United States of America.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, Disney celebrated the 10th anniversary of Heroes Work Here, an innovative hiring program that has resulted in more than 12,500 veterans being hired across the Company through the end of 2022, and we look forward to continuing to grow this program.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Launched in 2012, the program is committed to hiring, training, and supporting U.S. military veterans and military spouses while elevating awareness of their significant contributions as civilian employees.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The program, which also included a supporting comic book from Marvel Entertainment, quickly surpassed its initial benchmark of providing at least 1,000 career opportunities for veterans by 2015 a goal that was met in less than a year.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"And it continues to support individuals who have worn the uniform who are transitioning to the civilian workforce at Disney and beyond.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2013, Disney launched the Veterans Institute, a series of no cost events designed to help companies enhance their recruiting, training, and development of veteran talent.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The institute provides a forum for sharing best practices in hiring veterans and military spouses, and promoting skills and opportunities for a successful transition from the military to the civilian workforce.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, the seventh Veterans Institute Summit, presented by Disney Institute and Wounded Warrior Project, convened 600 organizations and challenged organizations and individuals to determine what’s next in hiring, training, and support programs for veterans and military spouses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Support for the U.S. Armed Forces is a long standing Disney tradition, and our Heroes Work Here program continues that proud legacy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Employees with military service are an essential part of our Disney family and contribute immeasurably to our work of telling incredible stories and making magic.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We could not be more honored to champion U.S. military service members in all lines of work here at Disney.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"U.S. Army Reservist and Walt Disney World Resort cast member Greg Jackson is one of thousands of employees across Disney who have proudly served in uniform.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"To put the responsibility for an inclusive culture in the hands of our leaders and employees through comprehensive educational opportunities and engagement efforts.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Across Disney, we cultivate, value, and encourage curiosity, collaboration, and creativity from everyone and strive to build supportive environments that inspire optimism and drive innovation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We work to create a culture that is respectful and welcoming to all, including through our Business Employee Resource Groups (BERGs) and employee affinity groups, celebrations of heritage months, and leadership accountability and engagement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"With the addition of a new human resources management system, employees in select countries and regions now have the option to indicate their pronouns.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"And employees also have access to optional DEI learning programs that help foster a culture that welcomes all, celebrate our unique perspectives, and promote respect for one another regardless of identity or background.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney supports affinity groups and more than 100 BERGs, our voluntary, employee led groups formed around shared identity, interests, and pursuits.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These groups are a key component of nurturing a sense of employee belonging, visibility, and cultural understanding.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Employees can network with peers, participate in outreach and mentoring programs, acquire new skills, build leadership capabilities, and develop their careers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, we expanded our celebration of affinity months and cultural moments.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We elevated the voices and stories of employees, talent, producers, fans, and families around the world engaged employee VoluntEARS amplified awareness on social media and supported community organizations with social impact grants.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"History Month featured Black Freeform employees, talent, fans, and influencers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Women’s Resource Center to support an awareness week for missing and murdered Indigenous women and girls.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"On International Women’s Day, we held an executive speaker series on global gender equality challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Month, Disney engaged experts and talent to explore mental health stigmas and challenges in the AAPI community and shared tools and resources for self care and allyship.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, we formed a dedicated team focused on year round LGBTQIA inclusion in our workplace, content, and community giving and engagement.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Disney also pledged 5 million to organizations serving the LGBTQIA community through support for inclusive and respectful workplaces and authentic representation of LGBTQIA in media and entertainment.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In addition, Disney became a Human Rights Campaign National Corporate Partner at the Platinum tier.
","{'scope3': 'no', 'vague': 'not relevant to ESG'}",no,not relevant to ESG
"During LGBTQIA Pride Month, Disney employees participated in Pride parades in 17 cities while our Owned Television Stations and Hulu live streamed Pride parades.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Hulu was the exclusive streaming platform for GLAAD Media Awards and supported GLAAD PSAs featuring the story of an LGBTQIA teen and his family.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney released Say It with Pride on its YouTube and Facebook channels.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Additionally, the Disney Pride Collection was created by LGBTQIA employees and allies at The Walt Disney Company, and all profits from sales from the collection in June 2022 were donated to organizations around the world that support LGBTQIA communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Across our platforms, we champion storytelling that reflects the world around us and helps us develop meaningful relationships with our consumers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We strive to present genuine, authentic, and respectful storytelling.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To do so, we engage individuals, families, and communities across the globe, and we embrace different perspectives in our filmmaking, both in front of and behind the camera.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Across the film and television industry, studios and organizations like the British Film Institute and the Academy of Motion Picture Arts and Sciences have adopted policies, practices, and standards to grow representation and respect for all communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In line with evolving industry practices, we have and are continuing to develop representation guidelines across Disney General Entertainment (DGE) content and Studio live action productions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Walt Disney Animation Studios’ Encanto (Academy Award winner), Pixar’s Turning Red, ESPN ’s exclusive coverage of the annual Department of Defense Warrior Games, ABC and 20th Television’s Emmy Award winning Abbott Elementary, 20th Century Studios’ Prey, Marvel Studios’ Eternals and Ms. Marvel, Star Wars’ Andor, Hulu Originals’ This Fool, Onyx Collective’s The Hair Tales, FX’s Peabody Award winning Reservation Dogs, and Nat Geo’s Life Below Zero: First Alaskans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Photo Credits: Abbott Elementary: ABC Matt Sayles.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Reservation Dogs: Courtesy of FX Networks Copyright 2023, FX Networks.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Life Below Zero: Jody Potts Joseph in the winter season.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, we collaborated with the Pillars Fund to create the Pillars Muslim Artist Database, which contains profiles of actors, directors, cinematographers, sound technicians, and other Muslim professionals working in the U.S. film industry.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The network is accessible to directors, producers, and casting directors who can search the profiles and invite artists to collaborate on their projects.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Disney’s Creative Talent Development Inclusion (CTDI) team connects writers, producers, directors, and other creative talent from a variety of backgrounds to opportunities across DGE.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In fiscal 2022, 100% of CTDI Writers and Directors program participants were staffed on DGE scripted series.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"CTDI continues to provide direct mentorship and support to talent through events, networking opportunities, and coursework, including the DGE Writing Program, Directing Program, and Production Assistant Program.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
