text,llm_responses,scope3,vague
"Together with our Franchisees and customers, over 182 million was donated to RMHC in 2022, helping provide more than 2.2 million overnight stays for families around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I’m proud of the McDonald’s System for deepening the ways we positively impact our communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We strive to leverage our entire size and scale to grow our impact across communities, help protect our planet and make a difference in the lives of people around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By working together, as a System and with our suppliers, I believe we have the ability to address these global challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"But if there’s anyone who is up to the challenge, it’s the McDonald’s System and our people who drive our business forward and delight our customers each and every day.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Chris Kempczinski, President and CEO, McDonald’s Corporation nongovernmental organizations (NGOs), community based organizations, the investment community and others to help us better understand and advance progress on a range of areas.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Making a positive impact within our communities and on our world is a priority set from the highest levels of our business, including our Board of Directors.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through the work of various Board committees such as our Sustainability Corporate Responsibility Committee, we have a long history of commitment to incorporating sustainable and socially responsible practices into our business operations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I’m proud of the work we do to help make a difference, and it’s a privilege to lead our Global Impact team working closely with our Board, CEO and the entire McDonald’s System to drive progress forward.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"I look to the future with optimism because of both the progress we’ve made, and the dedication and energy we have for the work ahead.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since joining McDonald’s last year, I’ve been incredibly impressed by the passion our people and System have for making the world a better place.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"McDonald’s is one of the most iconic and trusted brands in the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We believe this puts us in an incredible position to create an unmatched impact on our planet and in our communities, and for our people, Franchisees and suppliers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"What began as a small drive in restaurant in San Bernardino, California, has grown into an American icon that proudly serves millions of customers every day around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"While much has changed over the last six decades, Ray Kroc’s original commitment to Quality, Service, Cleanliness and Value has endured and made McDonald’s a trusted favorite for over 65 years.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"McDonald’s restaurants, whether franchised or operated by us, serve a locally relevant menu of quality food and beverages in communities across more than 100 countries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Of the more than 40,000 McDonald’s restaurants at year end 2022, approximately 95% were franchised.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’ve achieved an increase in systemwide sales of nearly 20 billion since 2020, with our global comparable sales growing by almost 11% in 2022.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Marketing We continue to elevate our marketing through creative excellence and by driving programs with cultural relevance that can be scaled across markets.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Core We are capitalizing on the strength of our core menu and growing market share in chicken and beef.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Digital, Delivery and Drive Thru (3 Ds ) We continue to demonstrate huge growth potential, remaining focused on meeting customers where they are and providing more personalized experiences.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We now have almost 50 million active loyalty users in our top six markets.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"What matters to our customers matters to McDonald’s, so our vision for the future centers on five core values: Service, Inclusion, Integrity, Community and Family.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Behind our Golden Arches is a global community of crew, farmers, suppliers, Franchisees and countless others who make up who we are as a brand.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"People are at the cornerstone of our business and are an essential part of the System.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Company employees, who include those in our corporate offices as well as in Company owned and operated restaurants, totaled over 150,000 worldwide as of year end 2022, of which approximately 70% were based outside of the U.S.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition to Company employees, the over 2 million individuals who work in McDonald’s franchised restaurants around the world are critical to our success, enabling it to drive long term value creation and further its purpose and mission.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As the consumer landscape shifts, we are using our competitive advantages to further strengthen our brand.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our growth pillars build on our strong foundations to ensure we can meet the moment today and have long term success.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our mission is to make delicious feel good moments easy for everyone.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The backbone of our brand is, and always has been, a commitment to a set of core values that define who we are and how we run our business and restaurants.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Living these values is the foundation of McDonald’s next great chapter.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’re committed to improving the lives of our people, our industry and the planet by putting our customers and employees first, sourcing quality food, reducing waste impact and expanding job opportunities around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As one of the world’s largest restaurant companies, McDonald’s believes it has the responsibility to take on some of the most pressing challenges of our time, and we embrace this opportunity to lead by example and create meaningful change.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As the leading global foodservice retailer, we believe we have a responsibility to ensure sustainable value creation for shareholders while acting on our most pressing environmental, social and governance challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Understanding and effectively managing McDonald’s environmental and social impact work through governance structures, strategies and goals is central to operating responsibly, maximizing shared value, ensuring brand trust and building long term resiliency.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2020, we announced our Impact Strategy, centered on the four Impact Areas shown below.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These were informed by feedback from customers and trusted external organizations to help us make a difference at scale and drive industrywide change across our Company and within communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have established strategies, policies, goals and performance indicators to measure and manage annual progress and report against each area.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Find out more about our Impact Strategy on our website.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’re helping to drive climate action, protecting natural resources, reducing waste and transitioning to more sustainable packaging and toys.
","{'scope3': 'generic', 'vague': 'ambiguous'}",generic,ambiguous
"We’re working toward responsibly sourcing our priority commodities, prioritizing animal health and welfare and making safe, quality food accessible to families across the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’re serving up bright futures in our communities, nurturing skills, accelerating equity and respecting human rights.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We’re helping feed and support people when and where they need it most.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"McDonald’s prioritizes environmental and social issues where we can have the greatest impact and are most important to our stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In partnership with other teams, our Global Sustainability Social Impact team tracks internal and external insights to help prioritize efforts, evolve our strategy and tailor reporting.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through regular engagement, the team discusses the evolution of key issues and transparency expectations with shareholders, suppliers, employees, communities and key NGOs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We use our Enterprise Risk Management (ERM) framework to identify, assess and prioritize strategic, financial and reputational risks with the potential for a sustained impact on our business.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The framework leverages internal risk committees, comprising cross functional leadership, which meet regularly.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Issues are escalated to our CEO, Board and or committees, as appropriate.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Robust governance is critical to managing environmental and social impact issues and delivering long term value for customers, stakeholders and communities.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Board and Cross Functional Leadership team are responsible for guiding our strategies, goals, policies and performance indicators, supported by working groups, Franchisees and suppliers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Board of Directors Oversees our business in an honest, fair, diligent and ethical manner reviews our strategic direction and objectives and is responsible for overseeing our ERM framework.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Accountable for leading our Impact Strategy, including management of environmental, social and governance (ESG) related risks and opportunities to help create long term value.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Global Sustainability Social Impact team Provides Corporate Staff leadership, coordination and support for our global sustainability policies, programs and reporting.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ESG Disclosure Committee Oversees procedures related to the governance of our ESG disclosures, including external impact reporting.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our ERM framework is designed to identify, assess and prioritize strategic, financial and reputational risks with the potential to have a sustained impact on our Company.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It is periodically reviewed with learning incorporated to drive transparency and strategic decision making.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Board annually reviews strategic and enterprise risks, including our mitigation and overall strategy, competitive landscape, capital structure and management succession planning.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Internal auditors support risk identification and monitoring.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Read more about how we build the resilience of our business on our website.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Much of what we and our Franchisees do provide fulfilling employment with opportunity for continuing education, help reduce waste, more sustainably manage natural resources and address climate change has the potential to contribute to sustainable development.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The United Nations Sustainable Development Goals (SDGs) is a global agenda established to end poverty, protect the planet and ensure prosperity for all.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"McDonald’s contributes to many of the agenda’s 17 goals through our System, our scale and our collaborations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have identified four SDGs through which we have the largest impact.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We engage closely with various stakeholders and embrace the role we play with policymakers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The relationships we’ve developed with experts from academia, industry groups, NGOs and community based organizations, the investment community and others help us better understand and advance progress on a range of impact areas.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We offer equitable access to opportunity, ongoing educational support for team members, and offer pre employment training for young people. stakeholders’ insights and expertise regarding the issues where we can have the greatest impact.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Read more about stakeholder engagement and public policy on our website.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Within our respect for human rights, we prevent forced labor in our supply chains, foster workplaces that are safe and respectful and fairly compensate our staff.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We are committed to responsible sourcing of our top commodities to drive progress toward sustainable consumption and production.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We are addressing waste streams from our operations, from packaging to food.
","{'scope3': 'possibly', 'vague': 'ambiguous'}",possibly,ambiguous
"We have committed to reducing our own GHG emissions and we are working with our Franchisees and suppliers to support them in doing the same.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Learn more on our Contributing to the UN SDGs web page.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our progress and actions are covered in detail in this report, providing a holistic review of the strides and progress we made in 2022.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Unless otherwise stated, the information and data in this report covers McDonald’s Corporation and its majority owned subsidiaries worldwide during fiscal year 2022 (January 1 to December 31).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The humanitarian crisis caused by the war in Ukraine and the precipitating unpredictable operating environment led us to determine that continuing operations in Russia was no longer tenable nor consistent with McDonald’s values.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Due to the transfer of our Russian business in May of 2022, Russia has been excluded from our 2022 performance reporting across topics, unless otherwise stated.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Go to related topics in this PDF wherever you see this symbol.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our approach to each topic is covered in detail on the Our Purpose Impact pages of our corporate website, including the full scope of our foundational strategies, policies and approaches.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Go to more detail online wherever you see this symbol.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"McDonald’s: Our global brand, unless specified otherwise.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We The Company: McDonald’s Corporation and its majority owned subsidiaries worldwide.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The System: The Company, its Franchisees and suppliers are collectively referred to as the System also known as McDonald’s three legged stool.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Franchisees: Collective group of independent individuals and entities owning and operating McDonald’s restaurants under one of the following structures conventional franchise, developmental license or affiliate for more information, please see the Company’s Annual Report.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Includes restaurants owned by the Company and its Franchisees.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"This report contains certain forward looking statements or projections, which reflect our expectations regarding future events, performance and goals and involve several risks and uncertainties.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Generally speaking, any statement in this report not based upon historical fact is a forward looking statement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Forward looking statements can also be identified by the use of forward looking or conditional words, such as could, should, can, continue, estimate, forecast, intend, look, may, will, expect, believe, anticipate, plan, remain, confident and commit or similar expressions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In particular, statements regarding our plans, strategies, prospects, goals and expectations regarding our business and industry are forward looking statements.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"You should not unduly rely on forward looking statements.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"These are not guarantees of performance and speak only as of the date the statements are made.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Factors that could cause actual results to differ materially from our expectations are detailed in our filings with the Securities and Exchange Commission.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Except as required by law, we do not undertake to update such forward looking statements.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"Company employees and Company owned restaurants are in our direct sphere of control.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Therefore, many of the measures start with Company restaurants, with a plan to demonstrate success and encourage Franchisees to implement the same sustainability initiatives.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The following are trademarks of McDonald’s Corporation and its affiliates: McDonald’s, Happy Meal, Hamburger University, Archways to Opportunity, Filet O Fish, McCaf , McNuggets, McFish, McFlurry, McBites, Big Mac, Ronald McDonald House Charities, RMHC, Ronald McDonald House, Ronald McDonald Family Room and Ronald McDonald Care Mobile.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In recent years, there has been an increasing focus by stakeholders including employees, franchisees, customers, suppliers, governmental and non governmental organizations and investors on environmental and social impact matters.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A failure, whether real or perceived, to address environmental and social impact matters or to achieve progress on our environmental and social impact initiatives on the anticipated timing or at all, could adversely affect our business, including by heightening other risks, such as those related to consumer behavior, consumer perceptions of our brand, labor availability and costs, supply chain interruptions, commodity costs, and legal and regulatory complexity.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Conversely, our taking a position, whether real or perceived, on environmental and social impact, public policy, geopolitical and similar matters could also adversely impact our business.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The standards we set for ourselves regarding environmental and social impact matters, and our ability to meet such standards, may also impact our business.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For example, we are working to manage risks and costs to our System related to climate change, greenhouse gases, and diminishing energy and water resources, and we have announced initiatives relating to, among other things, climate action, sustainability, and responsible sourcing.
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"In addition, we are engaging in community engagement and philanthropy as well as diversity, equity and inclusion efforts, such as increasing diverse representation in our corporate workforce and our franchisees, and increasing business diversity spend.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have faced increased scrutiny related to reporting on and achieving these initiatives, as well as continued public focus on similar matters, such as packaging and waste, animal health and welfare, deforestation and land use.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We have also experienced increased pressure from stakeholders to provide expanded disclosure and establish additional commitments, targets or goals, and take actions to meet them, which could expose us to additional market, operational, execution and reputational costs and risks.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Moreover, addressing environmental and social impact matters requires Systemwide as well as third party coordination and alignment, over which we do not have complete control and which may be unpredictable.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The standards by which certain environmental and social impact matters are measured are also evolving and subject to assumptions that could change over time.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Please refer to our filings with the Securities and Exchange Commission for more details on risks that could adversely affect our business performance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For our developmental license and affiliate markets (those not operated by the Company), we rely entirely on the accuracy of the performance data provided by their management.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"For more information on our structure and scope, please see our latest Annual Report on our Investors web pages.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In addition, certain information in this report has been provided by third parties, including our suppliers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In these cases, we have relied on these third parties for accuracy and completeness.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Statements about future developments and past occurrences are based on information and assumptions available as of the date of publication.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our Franchisees and suppliers are independent business owners who make decisions for their own organizations while maintaining core standards for our brand and customer satisfaction.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Rather, we work in collaboration to raise awareness and provide tools and opportunities to help them manage ESG issues.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We work with suppliers to mutually set objectives and targets, monitor progress and engage collaboratively on shared innovation opportunities and challenges.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Through self managed excellence, suppliers are encouraged to identify and manage key ESG risks and opportunities within their own companies and incorporate relevant goals into their business strategies.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"In 2021, we committed to adapting our climate targets to help keep global temperature rises below 1.5 C. We intend to share more on our climate journey later this year.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"We continue to progress toward net zero emissions globally by 2050, transforming our business to be more resilient.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"During 2022, we added two large scale, U.S. virtual power purchase agreements (VPPAs) to contribute more renewable energy to the grid.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As renewable energy projects for which contracts were executed between 2019 and 2023 associated with U.S. electricity use become operational, they are expected to contribute a 33% reduction in emissions from our 2015 baseline.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In 2022, more than 85.1%, of restaurants in markets with advanced infrastructure5 offered guests the opportunity to recycle packaging items.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In these restaurants, guest packaging is collected in customer facing recycling bins for back of house or off site sorting and recycling utilizing existing local waste infrastructure systems.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"More than 85.1% of restaurants in markets with advanced infrastructure5 offered guests the opportunity to recycle packaging items.
","{'scope3': 'no', 'vague': 'specific (relates to waste management under ESG but does not directly mention Scope 3 emissions)'}",no,specific (relates to waste management under ESG but does not directly mention Scope 3 emissions)
"We made progress to reduce plastics in our Happy Meal toys.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"As of the end of 2022, we have reduced virgin fossil fuel based plastic in Happy Meal toys by 47.8% globally since 2018, up from 24.4% as of the end of 2021.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As of year end 2022, more than 91% of the pork purchased in the U.S. comes from suppliers that have phased out the use of gestation stalls for housing confirmed pregnant sows.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As of year end 2022, our egg supply chains are 100% cage free in Australia,13 France and Germany, 88% cage free in the U.S. and 85% cage free in Canada.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The use of Highest Priority Critically Important Antibiotics (HPCIAs) to human medicine has been eliminated from all chicken served in Australia, Brazil, Canada, Europe, Japan, South Korea and the U.S.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"By the end of 2022, we made significant progress across all five Global Happy Meal Goals in our 20 major markets.16 Going forward, we will assess new opportunities and build on the progress we have made so far.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our 2022 pay gap analysis shows that McDonald’s substantially attained equal pay, and in the first quarter of 2023 we closed the small pay gaps identified in the analysis.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As of the end of 2022, our U.S. systemwide spend with diverse owned suppliers was 25.0%,24 resulting in McDonald’s reaching its 25% diverse owned supplier spend goal for the second year in a row.25 We will continue to implement strategies that help support engagement with diverse owned suppliers and reaching our spend goal.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We continue to implement our Global Brand Standards across all restaurants in more than 40,000 locations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, our Building a Safe, Respectful and Inclusive Workplace global eLearning module, available for crew and managers, was made available in multiple languages and offered to Franchisees and Developmental Licensees (DLs) as support.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By the end of 2022, Archways to Opportunity had increased access to education for more than 82,500 people since 2015.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Through it, we have awarded more than 185 million in high school and college tuition assistance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, more than 60,000 individuals successfully completed learning offerings, including Hamburger University restaurant and leadership curricula in person or virtual formats and eLearning courses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We became a member of the Leadership Group for Responsible Recruitment, a collaborative effort to drive positive change in how we recruit migrant workers.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As reported in our latest Supplier Workplace Accountability (SWA) Global Compliance report, in 2022, we engaged with 5,162 supplier facilities globally including 537 new ones to assess various human rights considerations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, we launched a Chicago based investment strategy supporting local communities, including a 3.5 million investment with 40 local nonprofit organizations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2022, we held our first Global Volunteer Month, with over 8,500 employees volunteering across 120 events.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Collectively, they volunteered approximately 16,700 hours to local community causes.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Throughout 2022, we donated 20 million to RMHC as part of our five year, 100 million commitment.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In total, McDonald’s, our Franchisees and customers donated over 182 million to RMHC in 2022, helping the charity provide more than 2.2 million overnight stays for RMHC families around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2022, more than 28,000 individuals in the McDonald’s System including Owner Operators, DLs, employees and crew volunteered with RMHC Chapters.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Scope: Inclusive of all markets for our fiber based guest packaging and Happy Meal book and toy packaging.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"For our plastic based packaging, all markets are included except for Israel, Latin America, Turkey and Thailand.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Renewable sources refer to material that is composed of biomass from a living source and that can be continually replenished.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Source: ISO 14021:2016 for plastic, ASTM 6866 or ISO 16620 2.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Fiber based packaging made from 100% recycled sources must be third party verified, unless certified under a Chain of Custody Forest Management standard.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
